Study;Subsample;Clusters;Pairs;Measure;MonoN;MonoMean;MonoSD;BiN;BiMean;BiSD;Year_0f_Publication;Peer;Country;Sample description;L1;L2;LanguagePair;AgeGroup;B_AgeM;B_AgeSD;M_AgeM;M_AgeSD;AoA_early;AoA_child;Prof_L2;Immigrant;IQ_match;Educ_match;Vocab_match;Stimuli;StimulusMaterial;TestingLanguage;Task;Domain;TaskMeasure;MeasureType;TaskVersion;RT/ACC;Reverse 
Moradzadeh et al. (2015);2;136;171;800;45;336,5;191;36;393,6;190;2015;peer;CAN;University students (musicians);ENG;> 2;other;younger;22,5;3,2;21,5;3,1;NA;NA;other;One;1;1;3;Categorization by quantity/identity;V;0;TaskSwitching;Monitoring;SwitchMonitoring;MixingC;QuantityIdentity;1;
Moradzadeh et al. (2015);2;136;171;799;45;99;127;36;80,6;140;2015;peer;CAN;University students (musicians);ENG;> 2;other;younger;22,5;3,2;21,5;3,1;NA;NA;other;One;1;1;3;Categorization by quantity/identity;V;0;TaskSwitching;Shifting;TShifting;SCost;QuantityIdentity;1;
Moradzadeh et al. (2015);2;136;171;347;19;20,4;22;10;25,8;18;2015;peer;CAN;University students (musicians);ENG;> 2;other;younger;22,5;3,2;21,5;3,1;NA;NA;other;One;1;1;3;Blue squares;NV;NA;Nback;WM;Nback;Effect;Nback;2;
Moradzadeh et al. (2015);2;136;171;345;19;38,3;24;10;45,7;16;2015;peer;CAN;University students (musicians);ENG;> 2;other;younger;22,5;3,2;21,5;3,1;NA;NA;other;One;1;1;3;"Letters (auditory; no information on language) and blue squares (visual) ";V;0;Nback;WM;Nback;Effect;DualNback;2;
Morales et al. (2015);1;137;172;100;25;4,3;1,2;27;4,4;1,2;2015;peer;SPA;Young adults;SPA;> 2;other;younger;26;4,2;22;3,4;early;child;high;One;1;NA;NA;Words (SPA/L1, L2);V;0;ComplexSpan;WM;ComplexSpan;ComplexSpan;OperationSpan;3;reversed
Olsen et al. (2015);1;144;180;68;13;20,1;3,1;14;18,4;3,3;2015;peer;CAN;Older adults;ENG;NA;other;older;70,4;3,7;70,6;3;other;child;high;NA;NA;1;1;NA (no information on L1/L2);V;0;CategoryFluency;Fluency;CategoryFluency;CategoryFluency;CategoryFluency;3;reversed
Olsen et al. (2015);1;144;180;295;13;15,4;5,7;14;13,6;4;2015;peer;CAN;Older adults;ENG;NA;other;older;70,4;3,7;70,6;3;other;child;high;NA;NA;1;1;NA (no information on L1/L2);V;0;LetterFluency;Fluency;LetterFluency;LetterFluency;LetterFluency;3;reversed
Olsen et al. (2015);1;144;180;740;14;37,8;10,2;13;36,4;8,3;2015;peer;CAN;Older adults;ENG;NA;other;older;70,4;3,7;70,6;3;other;child;high;NA;NA;1;1;Words (no information on L1/L2);V;0;Stroop;Inhibition;StroopInhibition;Incongruent;StroopWordColor;1;
Olsen et al. (2015);1;144;180;875;14;70,9;21,8;13;65,7;22,4;2015;peer;CAN;Older adults;ENG;NA;other;older;70,4;3,7;70,6;3;other;child;high;NA;NA;1;1;Switching between numbers and letters;V;0;TrailMaking;Shifting;TrailShifting;TrailB;TrailMaking;1;
Ratiu & Azuma (2015);1;163;208;119;52;22,44;7,07;53;23,23;6,44;2015;peer;USA;Undergraduate students;ENG;SPA;EngSpa;younger;19,5;3,63;19,4;5,15;other;child;high;Two;NA;1;NA;Pictures;NV;NA;ComplexSpan;WM;ComplexSpan;ComplexSpan;SymmetrySpan;3;reversed
Ratiu & Azuma (2015);1;163;208;19;52;29,87;7,96;53;34,68;6,73;2015;peer;USA;Undergraduate students;ENG;SPA;EngSpa;younger;19,5;3,63;19,4;5,15;other;child;high;Two;NA;1;NA;Words (ENG, unclear if L1 or L2);V;0;ComplexSpan;WM;ComplexSpan;ComplexSpan;OperationSpan;3;reversed
Ratiu & Azuma (2015);1;163;208;19;52;27,78;7,99;53;34,68;6,73;2015;peer;USA;Undergraduate students;ENG;SPA;EngSpa;younger;19,5;3,63;19,4;5,15;other;child;high;Two;NA;1;NA;Words (SPA, unclear if L1 or L2);V;0;ComplexSpan;WM;ComplexSpan;ComplexSpan;OperationSpan;3;reversed
Ratiu & Azuma (2015);1;163;208;566;52;35,62;7,37;53;39,47;6,75;2015;peer;USA;Undergraduate students;ENG;SPA;EngSpa;younger;19,5;3,63;19,4;5,15;other;child;high;Two;NA;1;NA;Digits (unclear if L1 or L2);V;0;SimpleSpan;WM;SimpleSpan;Backward;DigitSpan;3;reversed
Rutkoski-Rodrigues & Zimmer (2015);1;172;218;428;39;-54;59,01;39;-41,93;63,14;2015;peer;BRA;Middle-aged;POR;> 2;other;younger;47,36;NA;46,69;NA;NA;NA;NA;NA;NA;1;NA;2 colours/rectangles, side;NV;NA;Simon;Inhibition;SimonInhibition;Effect;SimonColors;1;
Rutkoski-Rodrigues & Zimmer (2015);1;172;218;429;39;548,04;104,61;39;504,72;103,98;2015;peer;BRA;Middle-aged;POR;> 2;other;younger;47,36;NA;46,69;NA;NA;NA;NA;NA;NA;1;NA;2 colours/rectangles, center;NV;NA;Simon;Monitoring;SimonMonitoring;GlobalRT;SimonColors;1;
Sabourin & Vinerte (2015);1;202;253;757;17;65,86;67,43;12;62,72;109,72;2015;peer;CAN;Young adults;ENG;FRE;EngFre;younger;NA;NA;NA;NA;early;child;high;Three;NA;NA;NA;Words (ENG/FRE);V;0;Stroop;Inhibition;StroopInhibition;Effect;StroopWordColor;1;
Sabourin & Vinerte (2015);1;202;253;758;17;774,77;104,87;12;746,06;125,85;2015;peer;CAN;Young adults;ENG;FRE;EngFre;younger;NA;NA;NA;NA;early;child;high;Three;NA;NA;NA;Words (ENG/FRE);V;0;Stroop;Monitoring;StroopMonitoring;GlobalRT;StroopWordColor;1;
Sabourin & Vinerte (2015);2;202;254;759;17;65,86;67,43;17;43,54;42,96;2015;peer;CAN;Young adults;ENG;FRE;EngFre;younger;NA;NA;NA;NA;other;child;high;Three;NA;NA;NA;Words (ENG/FRE);V;0;Stroop;Inhibition;StroopInhibition;Effect;StroopWordColor;1;
Sabourin & Vinerte (2015);2;202;254;760;17;774,77;104,87;17;785,09;280,02;2015;peer;CAN;Young adults;ENG;FRE;EngFre;younger;NA;NA;NA;NA;other;child;high;Three;NA;NA;NA;Words (ENG/FRE);V;0;Stroop;Monitoring;StroopMonitoring;GlobalRT;StroopWordColor;1;
Samuel (2015);1;178;226;438;29;21,12;20,93;26;25,98;16,97;2015;other;UK;University students and English language school students (Korean);"ENG (18); KOR (11)";> 2 (mostly KOR);other;younger;22,85;NA;21,55;NA;NA;NA;other;One;1;1;NA;2 colours/squares;NV;NA;Simon;Inhibition;SimonInhibition;Effect;SimonColors;1;
Samuel (2015);1;178;226;439;29;420,24;83,01;26;402,35;51,87;2015;other;UK;University students and English language school students (Korean);"ENG (18); KOR (11)";> 2 (mostly KOR);other;younger;22,85;NA;21,55;NA;NA;NA;other;One;1;1;NA;2 colours/squares;NV;NA;Simon;Monitoring;SimonMonitoring;GlobalRT;SimonColors;1;
Samuel (2015);2;179;227;75;23;16,57;4,74;19;25,68;7,32;2015;other;UK;University students;ENG;> 2 (mostly ROM);other;younger;22,35;NA;22,4;NA;NA;NA;other;One;1;1;NA;Animals (ENG/L1);V;1;CategoryFluency;Fluency;CategoryFluency;CategoryFluency;CategoryFluency;3;reversed
Samuel (2015);2;179;227;300;23;13,22;4,98;19;15,05;7,35;2015;other;UK;University students;ENG;> 2 (mostly ROM);other;younger;22,35;NA;22,4;NA;NA;NA;other;One;1;1;NA;Letter B (ENG/L1);V;1;LetterFluency;Fluency;LetterFluency;LetterFluency;LetterFluency;3;reversed
Samuel (2015);2;179;227;577;23;7,43;1,27;19;7,53;1,07;2015;other;UK;University students;ENG;> 2 (mostly ROM);other;younger;22,35;NA;22,4;NA;NA;NA;other;One;1;1;NA;Digits (no information on language);V;0;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Samuel (2015);3;180;228;440;19;39;17,42;24;41,52;24,42;2015;other;UK;University students;> 2 (mostly ENG);> 2 (mostly ROM);other;younger;23,08;NA;21,58;NA;NA;NA;high;One;1;1;NA;2 colours/squares;NV;NA;Simon;Inhibition;SimonInhibition;Effect;SimonColors;1;
Samuel (2015);3;180;228;441;19;458,43;41,49;24;487,8;48,58;2015;other;UK;University students;> 2 (mostly ENG);> 2 (mostly ROM);other;younger;23,08;NA;21,58;NA;NA;NA;high;One;1;1;NA;2 colours/squares;NV;NA;Simon;Monitoring;SimonMonitoring;GlobalRT;SimonColors;1;
Scaltritti et al. (2015);1;182;230;222;41;79;4;56;89;6;2015;peer;ITA;Young adults;ITA;VEN;other;younger;23;2,5;22,7;2,3;NA;NA;high;Three;1;1;NA;Arrows;NV;NA;Flanker;Inhibition;FlankerInhibition;Effect;Flanker;1;
Scaltritti et al. (2015);1;182;230;223;41;489;56;56;483;83;2015;peer;ITA;Young adults;ITA;VEN;other;younger;23;2,5;22,7;2,3;NA;NA;high;Three;1;1;NA;Arrows;NV;NA;Flanker;Monitoring;FlankerMonitoring;GlobalRT;Flanker;1;
Schroeder et al. (2015);1;184;232;444;65;28,68;21;43;14,47;18;2015;peer;USA;Young adults;ENG;> 2;other;younger;22,3;4,05;22,88;4,03;other;other;high;NA;1;NA;NA;2 colours/rectangles;NV;NA;Simon;Inhibition;SimonInhibition;Effect;SimonColors;1;
Schroeder et al. (2015);1;184;232;445;65;459,74;76,9;43;473,41;74,25;2015;peer;USA;Young adults;ENG;> 2;other;younger;22,3;4,05;22,88;4,03;other;other;high;NA;1;NA;NA;2 colours/rectangles;NV;NA;Simon;Monitoring;SimonMonitoring;GlobalRT;SimonColors;1;
Schroeder et al. (2015);1;184;232;578;43;16,12;3;65;17,55;2,46;2015;peer;USA;Young adults;ENG;> 2;other;younger;22,3;4,05;22,88;4,03;other;other;high;NA;1;NA;NA;Digits (no information on language);V;0;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Schroeder et al. (2015);2;185;233;446;42;17,16;18,9;69;16,71;16,71;2015;peer;USA;Young adults;ENG;> 2;other;younger;20,6;2,86;22,21;3,42;other;other;high;NA;NA;NA;NA;2 colours/rectangles;NV;NA;Simon;Inhibition;SimonInhibition;Effect;SimonColors;1;
Schroeder et al. (2015);2;185;233;447;42;440,5;76,52;69;439,65;64,92;2015;peer;USA;Young adults;ENG;> 2;other;younger;20,6;2,86;22,21;3,42;other;other;high;NA;NA;NA;NA;2 colours/rectangles;NV;NA;Simon;Monitoring;SimonMonitoring;GlobalRT;SimonColors;1;
Schroeder et al. (2015);2;185;233;579;69;17,47;2,76;42;17,69;1,54;2015;peer;USA;Young adults;ENG;> 2;other;younger;20,6;2,86;22,21;3,42;other;other;high;NA;NA;NA;NA;Digits (no information on language);V;0;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Smithson & Nicoladis (2015);1;187;235;120;24;19,13;4,92;23;19,83;4,04;2015;peer;CAN;University students;ENG;FRE;EngFre;younger;20,88;2,36;21,13;2,46;NA;NA;high;Three;NA;1;1;Words (sentences, no information on language);V;0;ComplexSpan;WM;ComplexSpan;ComplexSpan;ListeningSpan;3;reversed
Smithson & Nicoladis (2015);1;187;235;630;24;27,29;7,94;23;30,7;6,24;2015;peer;CAN;University students;ENG;FRE;EngFre;younger;20,88;2,36;21,13;2,46;NA;NA;high;Three;NA;1;1;Shapes and dots;NV;NA;SimpleSpan;WM;SimpleSpan;All;SpatialSpan;3;reversed
Tao et al. (2015);1;193;242;79;80;20,9;4,6;60;25;12,5;2015;peer;USA;University students;ENG;SPA;EngSpa;younger;20,9;2,5;20,7;2,5;NA;NA;high;Two;1;1;NA;Animals (ENG/L2);V;2;CategoryFluency;Fluency;CategoryFluency;CategoryFluency;CategoryFluency;3;reversed
Tao et al. (2015);1;193;242;303;80;39,3;9,3;60;43,5;11,6;2015;peer;USA;University students;ENG;SPA;EngSpa;younger;20,9;2,5;20,7;2,5;NA;NA;high;Two;1;1;NA;Letters CFL (ENG/L2);V;2;LetterFluency;Fluency;LetterFluency;LetterFluency;LetterFluency;3;reversed
Tao et al. (2015);1;193;242;751;60;15,2;6,6;80;15,7;6,3;2015;peer;USA;University students;ENG;SPA;EngSpa;younger;20,9;2,5;20,7;2,5;NA;NA;high;Two;1;1;NA;Words (ENG/L2);V;2;Stroop;Inhibition;StroopInhibition;Effect;StroopWordColor;1;
Tao et al. (2015);1;193;242;867;60;2,5;0,9;80;2,4;0,7;2015;peer;USA;University students;ENG;SPA;EngSpa;younger;20,9;2,5;20,7;2,5;NA;NA;high;Two;1;1;NA;Numbers and letters;V;2;TrailMaking;Shifting;TrailShifting;TrailEffect;TrailMaking;3;
Tao et al. (2015);2;193;243;80;80;23,6;4,6;60;25;12,5;2015;peer;USA;University students;ENG;MAN;EngChi;younger;19,8;1,1;20,7;2,5;NA;NA;other;Two;2;1;NA;Animals (ENG/L2);V;2;CategoryFluency;Fluency;CategoryFluency;CategoryFluency;CategoryFluency;3;reversed
Tao et al. (2015);2;193;243;304;80;47,9;11,1;60;43,5;11,6;2015;peer;USA;University students;ENG;MAN;EngChi;younger;19,8;1,1;20,7;2,5;NA;NA;other;Two;2;1;NA;Letters CFL (ENG/L2);V;2;LetterFluency;Fluency;LetterFluency;LetterFluency;LetterFluency;3;reversed
Tao et al. (2015);2;193;243;752;60;15,2;6,6;80;14,6;6,7;2015;peer;USA;University students;ENG;MAN;EngChi;younger;19,8;1,1;20,7;2,5;NA;NA;other;Two;2;1;NA;Words (ENG/L2);V;2;Stroop;Inhibition;StroopInhibition;Effect;StroopWordColor;1;
Tao et al. (2015);2;193;243;868;60;2,5;0,9;80;2,5;0,9;2015;peer;USA;University students;ENG;MAN;EngChi;younger;19,8;1,1;20,7;2,5;NA;NA;other;Two;2;1;NA;Numbers and letters;V;2;TrailMaking;Shifting;TrailShifting;TrailEffect;TrailMaking;3;
Tran et al. (2015);1;195;245;81;56;23,3;6,2;59;24,4;6;2015;other;CAN;Young adults;ENG;FRE;EngFre;younger;21,1;2;21,5;1,9;NA;NA;NA;NA;NA;1;3;Animal (self-reported L1);V;1;CategoryFluency;Fluency;CategoryFluency;CategoryFluency;CategoryFluency;3;reversed
Tran et al. (2015);1;195;245;305;56;12,3;3,5;59;13,8;4;2015;other;CAN;Young adults;ENG;FRE;EngFre;younger;21,1;2;21,5;1,9;NA;NA;NA;NA;NA;1;3;FAS (self-reported L1);V;1;LetterFluency;Fluency;LetterFluency;LetterFluency;LetterFluency;3;reversed
Tran et al. (2015);1;195;245;754;56;24,3;9,8;59;24,8;8,9;2015;other;CAN;Young adults;ENG;FRE;EngFre;younger;21,1;2;21,5;1,9;NA;NA;NA;NA;NA;1;3;Words (unclear if L1 or L2);V;0;Stroop;Inhibition;StroopInhibition;Effect;StroopWordColor;2;reversed
Tran et al. (2015);1;195;245;886;56;4,7;0,6;59;4,5;0,9;2015;other;CAN;Young adults;ENG;FRE;EngFre;younger;21,1;2;21,5;1,9;NA;NA;NA;NA;NA;1;3;Cards with shapes;V;0;WisconsinCardSorting;Shifting;WisconsinCardSorting;CompletedCat;WisconsinCardSorting;3;reversed
Tran et al. (2015);1;195;245;335;56;11,3;2,4;59;11,4;2;2015;other;CAN;Young adults;ENG;FRE;EngFre;younger;21,1;2;21,5;1,9;NA;NA;NA;NA;NA;1;3;Letters and numbers (no information on languege);V;0;LNS;WM;LNS;LNS;LetterNumberSequence;3;reversed
Tran et al. (2015);1;195;245;586;56;7,9;2,2;59;7;2;2015;other;CAN;Young adults;ENG;FRE;EngFre;younger;21,1;2;21,5;1,9;NA;NA;NA;NA;NA;1;3;Digits (no information on language);V;0;SimpleSpan;WM;SimpleSpan;Backward;DigitSpan;3;reversed
Tran et al. (2015);1;195;245;587;56;10,9;2,4;59;11,1;2,1;2015;other;CAN;Young adults;ENG;FRE;EngFre;younger;21,1;2;21,5;1,9;NA;NA;NA;NA;NA;1;3;Digits (no information on language);V;0;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Tran et al. (2015);2;196;246;82;45;19,3;5,7;61;21,2;4,6;2015;other;CAN;Old adults;ENG;FRE;EngFre;older;70,2;5,3;71,6;6,1;NA;NA;NA;NA;NA;2;3;Animal (self-reported L1);V;1;CategoryFluency;Fluency;CategoryFluency;CategoryFluency;CategoryFluency;3;reversed
Tran et al. (2015);2;196;246;306;45;12,4;3,7;61;14,4;3,6;2015;other;CAN;Old adults;ENG;FRE;EngFre;older;70,2;5,3;71,6;6,1;NA;NA;NA;NA;NA;2;3;FAS (self-reported L1);V;1;LetterFluency;Fluency;LetterFluency;LetterFluency;LetterFluency;3;reversed
Tran et al. (2015);2;196;246;755;45;25,3;10,6;61;32;11,1;2015;other;CAN;Old adults;ENG;FRE;EngFre;older;70,2;5,3;71,6;6,1;NA;NA;NA;NA;NA;2;3;Words (unclear if L1 or L2);V;0;Stroop;Inhibition;StroopInhibition;Effect;StroopWordColor;2;reversed
Tran et al. (2015);2;196;246;887;45;3,9;1,1;61;3,6;1,2;2015;other;CAN;Old adults;ENG;FRE;EngFre;older;70,2;5,3;71,6;6,1;NA;NA;NA;NA;NA;2;3;Cards with shapes;V;0;WisconsinCardSorting;Shifting;WisconsinCardSorting;CompletedCat;WisconsinCardSorting;3;reversed
Tran et al. (2015);2;196;246;329;45;9,2;2;61;10,2;2,7;2015;other;CAN;Old adults;ENG;FRE;EngFre;older;70,2;5,3;71,6;6,1;NA;NA;NA;NA;NA;2;3;Letters and numbers;V;0;LNS;WM;LNS;LNS;LetterNumberSequence;3;reversed
Tran et al. (2015);2;196;246;588;45;10,2;2,1;61;10,7;1,9;2015;other;CAN;Old adults;ENG;FRE;EngFre;older;70,2;5,3;71,6;6,1;NA;NA;NA;NA;NA;2;3;Digits (no information on language);V;0;SimpleSpan;WM;SimpleSpan;Forward;DigitSpan;3;reversed
Tran et al. (2015);2;196;246;589;45;7,6;2,6;61;7,5;2,2;2015;other;CAN;Old adults;ENG;FRE;EngFre;older;70,2;5,3;71,6;6,1;NA;NA;NA;NA;NA;2;3;Digits (no information on language);V;0;SimpleSpan;WM;SimpleSpan;Backward;DigitSpan;3;reversed
Vega-Mendoza et al. (2015);1;198;248;856;16;94,38;11,53;18;80;22,23;2015;peer;UK;Students;ENG;SPA;EngSpa;younger;22,44;1,97;21,78;2,18;other;other;other;NA;NA;1;1;Tones;NV;NA;TEA;Attention;TEAselective;TEAselective;TEA;2;reversed
Vega-Mendoza et al. (2015);1;198;248;83;16;69,06;15,63;18;72,72;12,2;2015;peer;UK;Students;ENG;SPA;EngSpa;younger;22,44;1,97;21,78;2,18;other;other;other;NA;NA;1;1;Categories total (no information on language);V;0;CategoryFluency;Fluency;CategoryFluency;CategoryFluency;CategoryFluency;3;reversed
Vega-Mendoza et al. (2015);1;198;248;307;16;52,25;11,93;18;49,67;11,09;2015;peer;UK;Students;ENG;SPA;EngSpa;younger;22,44;1,97;21,78;2,18;other;other;other;NA;NA;1;1;Letters total (no information on language);V;0;LetterFluency;Fluency;LetterFluency;LetterFluency;LetterFluency;3;reversed
Vega-Mendoza et al. (2015);1;198;248;855;16;93,13;10,78;18;77,22;22,44;2015;peer;UK;Students;ENG;SPA;EngSpa;younger;22,44;1,97;21,78;2,18;other;other;other;NA;NA;1;1;Tones;NV;NA;TEA;Shifting;TEAshifting;TEAshifting;TEA;2;reversed
Vega-Mendoza et al. (2015);2;198;249;857;17;94,71;8,74;18;80;22,23;2015;peer;UK;Students;ENG;SPA;EngSpa;younger;22,44;1,97;21,78;2,18;other;other;other;NA;NA;1;1;Tones;NV;NA;TEA;Attention;TEAselective;TEAselective;TEA;2;reversed
Vega-Mendoza et al. (2015);2;198;249;84;17;69,29;11,97;18;72,72;12,2;2015;peer;UK;Students;ENG;SPA;EngSpa;younger;22,44;1,97;21,78;2,18;other;other;other;NA;NA;1;1;Categories total (no information on language);V;0;CategoryFluency;Fluency;CategoryFluency;CategoryFluency;CategoryFluency;3;reversed
Vega-Mendoza et al. (2015);2;198;249;308;17;46,35;8,83;18;49,67;11,09;2015;peer;UK;Students;ENG;SPA;EngSpa;younger;22,44;1,97;21,78;2,18;other;other;other;NA;NA;1;1;Letters total (no information on language);V;0;LetterFluency;Fluency;LetterFluency;LetterFluency;LetterFluency;3;reversed
Vega-Mendoza et al. (2015);2;198;249;858;17;82,35;21,95;18;77,22;22,44;2015;peer;UK;Students;ENG;SPA;EngSpa;younger;22,44;1,97;21,78;2,18;other;other;other;NA;NA;1;1;Tones;NV;NA;TEA;Shifting;TEAshifting;TEAshifting;TEA;2;reversed
Vega-Mendoza et al. (2015);3;199;250;860;32;81,25;15,19;24;68,75;16,24;2015;peer;UK;Students (1st year of Spanish/Italian);ENG;SPA/ITA;other;younger;18,75;0,67;19,67;1,76;other;other;other;NA;NA;1;1;Tones;NV;NA;TEA;Attention;TEAselective;TEAselective;TEA;2;reversed
Vega-Mendoza et al. (2015);3;199;250;859;32;98,66;4,23;24;99,4;2,92;2015;peer;UK;Students (1st year of Spanish/Italian);ENG;SPA/ITA;other;younger;18,75;0,67;19,67;1,76;other;other;other;NA;NA;1;1;Tones;NV;NA;TEA;Attention;TEAsustained;TEAsustained;TEA;2;reversed
Vega-Mendoza et al. (2015);3;199;250;85;32;27,06;4,3;24;25,96;6,03;2015;peer;UK;Students (1st year of Spanish/Italian);ENG;SPA/ITA;other;younger;18,75;0,67;19,67;1,76;other;other;other;NA;NA;1;1;CategoryFluency;V;0;CategoryFluency;Fluency;CategoryFluency;CategoryFluency;CategoryFluency;3;reversed
Vega-Mendoza et al. (2015);3;199;250;309;32;18,87;4,66;24;19,13;6,08;2015;peer;UK;Students (1st year of Spanish/Italian);ENG;SPA/ITA;other;younger;18,75;0,67;19,67;1,76;other;other;other;NA;NA;1;1;LetterFluency;V;0;LetterFluency;Fluency;LetterFluency;LetterFluency;LetterFluency;3;reversed
Vega-Mendoza et al. (2015);3;199;250;861;32;66,25;17,37;24;63,75;7,7;2015;peer;UK;Students (1st year of Spanish/Italian);ENG;SPA/ITA;other;younger;18,75;0,67;19,67;1,76;other;other;other;NA;NA;1;1;Tones;NV;NA;TEA;Shifting;TEAshifting;TEAshifting;TEA;2;reversed
Vega-Mendoza et al. (2015);4;200;251;864;37;93,78;15,52;22;83,18;19,85;2015;peer;UK;Students (4th year of Spanish/Italian);ENG;SPA/ITA;other;younger;21,7;1,37;22,09;1,11;other;other;other;NA;NA;1;1;Tones;NV;NA;TEA;Attention;TEAselective;TEAselective;TEA;2;reversed
Vega-Mendoza et al. (2015);4;200;251;862;37;99,23;3,27;22;98,7;6,09;2015;peer;UK;Students (4th year of Spanish/Italian);ENG;SPA/ITA;other;younger;21,7;1,37;22,09;1,11;other;other;other;NA;NA;1;1;Tones;NV;NA;TEA;Attention;TEAsustained;TEAsustained;TEA;2;reversed
Vega-Mendoza et al. (2015);4;200;251;86;37;28,19;4,5;22;29,64;5,17;2015;peer;UK;Students (4th year of Spanish/Italian);ENG;SPA/ITA;other;younger;21,7;1,37;22,09;1,11;other;other;other;NA;NA;1;1;CategoryFluency;V;0;CategoryFluency;Fluency;CategoryFluency;CategoryFluency;CategoryFluency;3;reversed
Vega-Mendoza et al. (2015);4;200;251;310;37;18,46;4,56;22;22,73;7,29;2015;peer;UK;Students (4th year of Spanish/Italian);ENG;SPA/ITA;other;younger;21,7;1,37;22,09;1,11;other;other;other;NA;NA;1;1;LetterFluency;V;0;LetterFluency;Fluency;LetterFluency;LetterFluency;LetterFluency;3;reversed
Vega-Mendoza et al. (2015);4;200;251;863;37;87,84;14,17;22;73,18;22,76;2015;peer;UK;Students (4th year of Spanish/Italian);ENG;SPA/ITA;other;younger;21,7;1,37;22,09;1,11;other;other;other;NA;NA;1;1;Tones;NV;NA;TEA;Shifting;TEAshifting;TEAshifting;TEA;2;reversed
Vinerte & Sabourin (2015);1;202;253;178;20;45,63;22,51;24;43,96;23,62;2015;other;CAN;Young adults;ENG;FRE;EngFre;younger;NA;NA;NA;NA;early;child;high;Three;NA;NA;NA;Arrows;NV;NA;Flanker;Attention;FlankerAlerting;Effect;ANT;1;
Vinerte & Sabourin (2015);1;202;253;177;20;20,76;12,97;24;22,25;16,93;2015;other;CAN;Young adults;ENG;FRE;EngFre;younger;NA;NA;NA;NA;early;child;high;Three;NA;NA;NA;Arrows;NV;NA;Flanker;Attention;FlankerOrienting;Effect;ANT;1;
Vinerte & Sabourin (2015);1;202;253;179;20;62,57;33,7;24;54,08;19,14;2015;other;CAN;Young adults;ENG;FRE;EngFre;younger;NA;NA;NA;NA;early;child;high;Three;NA;NA;NA;Arrows;NV;NA;Flanker;Inhibition;FlankerInhibition;Effect;ANT;1;
Vinerte & Sabourin (2015);2;202;254;181;20;45,63;22,51;21;41,4;22,86;2015;other;CAN;Young adults;ENG;FRE;EngFre;younger;NA;NA;NA;NA;other;child;high;Three;NA;NA;NA;Arrows;NV;NA;Flanker;Attention;FlankerAlerting;Effect;ANT;1;
Vinerte & Sabourin (2015);2;202;254;180;20;20,76;12,97;21;31,76;19,59;2015;other;CAN;Young adults;ENG;FRE;EngFre;younger;NA;NA;NA;NA;other;child;high;Three;NA;NA;NA;Arrows;NV;NA;Flanker;Attention;FlankerOrienting;Effect;ANT;1;
Vinerte & Sabourin (2015);2;202;254;182;20;62,57;33,7;21;58,5;23,03;2015;other;CAN;Young adults;ENG;FRE;EngFre;younger;NA;NA;NA;NA;other;child;high;Three;NA;NA;NA;Arrows;NV;NA;Flanker;Inhibition;FlankerInhibition;Effect;ANT;1;
Woumans et al. (2015);1;207;259;183;30;38;30;31;59;23;2015;peer;BE;Young adults;FRE;DUT;other;younger;21,1;2,1;22,1;1,4;early;child;high;Three;1;1;NA;Arrows;NV;NA;Flanker;Attention;FlankerOrienting;Effect;ANT;1;
Woumans et al. (2015);1;207;259;87;31;16,7;5,6;30;20,2;7,3;2015;peer;BE;Young adults;FRE;DUT;other;younger;21,1;2,1;22,1;1,4;early;child;high;Three;1;1;NA;Animals, vegetables, professions (counterbalanced) (Dutch/L1);V;1;CategoryFluency;Fluency;CategoryFluency;CategoryFluency;CategoryFluency;3;reversed
Woumans et al. (2015);1;207;259;184;30;93;45;31;81;16;2015;peer;BE;Young adults;FRE;DUT;other;younger;21,1;2,1;22,1;1,4;early;child;high;Three;1;1;NA;Arrows;NV;NA;Flanker;Inhibition;FlankerInhibition;Effect;ANT;1;
Woumans et al. (2015);1;207;259;450;30;38;18;31;27;15;2015;peer;BE;Young adults;FRE;DUT;other;younger;21,1;2,1;22,1;1,4;early;child;high;Three;1;1;NA;Coloured dots;NV;NA;Simon;Inhibition;SimonInhibition;Effect;SimonColors;1;
Woumans et al. (2015);1;207;259;185;30;566;64;31;537;46;2015;peer;BE;Young adults;FRE;DUT;other;younger;22,3;2,8;22,1;1,4;other;child;high;Three;1;1;NA;Arrows;NV;NA;Flanker;Monitoring;FlankerMonitoring;GlobalRT;ANT;1;
Woumans et al. (2015);1;207;259;451;30;402;64;31;428;48;2015;peer;BE;Young adults;FRE;DUT;other;younger;21,1;2,1;22,1;1,4;early;child;high;Three;1;1;NA;Coloured dots;NV;NA;Simon;Monitoring;SimonMonitoring;GlobalRT;SimonColors;1;
Woumans et al. (2015);2;207;260;186;30;38;30;34;48;19;2015;peer;BE;Young adults;FRE;DUT;other;younger;22,3;2,8;22,1;1,4;other;child;other;Three;1;1;NA;Arrows;NV;NA;Flanker;Attention;FlankerOrienting;Effect;ANT;1;
